date,nifty_open,nifty_high,nifty_low,nifty_close,vix_open,vix_high,vix_low,vix_close,nifty_range,nifty_pct_chg,vix_range,vix_pct_chg,nifty_direction,vix_regime
2026-01-09,25840.4,25940.6,25623.0,25703.7,10.6,11.04,10.22,10.96,317.59999999999854,-0.529016578690733,0.8199999999999985,3.396226415094361,DOWN,Low
2026-01-12,25669.05,25813.15,25473.4,25806.1,10.93,11.95,10.52,11.3,339.75,0.533911461468195,1.4299999999999997,3.385178408051237,UP,Low
2026-01-13,25897.35,25899.8,25603.3,25714.2,11.37,11.68,10.64,11.13,296.5,-0.707215217000956,1.0399999999999991,-2.110817941952492,DOWN,Low
2026-01-14,25648.55,25791.75,25603.95,25669.1,11.2,11.47,11.01,11.39,187.79999999999927,0.08012148834923849,0.46000000000000085,1.6964285714285765,FLAT,Low
2026-01-16,25696.05,25873.5,25662.4,25701.9,11.32,11.58,10.88,11.3,211.09999999999854,0.02276614499117091,0.6999999999999993,-0.17667844522968323,FLAT,Low
2026-01-19,25653.1,25653.3,25494.35,25555.5,11.37,12.13,10.39,11.86,158.95000000000073,-0.38046084098997124,1.7400000000000002,4.309586631486373,DOWN,Low
2026-01-20,25580.3,25585.0,25171.35,25225.35,11.83,12.9,11.0,12.71,413.65000000000146,-1.3875912323154993,1.9000000000000004,7.438715131022833,DOWN,Normal
2026-01-21,25141.0,25300.95,24919.8,25168.1,12.73,14.43,12.43,13.66,381.15000000000146,0.10779205282207549,2.0,7.305577376276506,UP,Normal
2026-01-22,25344.15,25435.75,25168.5,25320.45,13.78,14.33,12.91,13.26,267.25,-0.09351270411515067,1.42,-3.7735849056603765,FLAT,Normal
2026-01-23,25344.6,25347.95,25025.3,25064.75,13.35,14.43,12.28,14.36,322.65000000000146,-1.104179983112763,2.1500000000000004,7.5655430711610405,DOWN,Normal
2026-01-27,25063.35,25246.65,24932.55,25234.1,14.19,16.06,13.92,14.22,314.1000000000022,0.681273652564407,2.139999999999999,0.21141649048626032,UP,Normal
2026-01-28,25258.85,25372.1,25187.65,25348.05,14.45,14.51,13.44,13.45,184.4499999999971,0.3531435516660464,1.0700000000000003,-6.92041522491349,UP,Normal
2026-01-29,25345.0,25458.15,25159.8,25422.1,13.53,14.19,13.07,13.33,298.3500000000022,0.3042020122312028,1.1199999999999992,-1.4781966001478186,UP,Normal
2026-01-30,25247.55,25370.7,25213.65,25315.8,13.37,14.23,12.88,13.63,157.04999999999927,0.27032325908851185,1.3499999999999996,1.944652206432318,UP,Normal
2026-02-01,25333.75,25440.9,24571.75,24768.0,13.63,16.11,13.35,15.22,869.1500000000015,-2.2331869541619365,2.76,11.665443873807767,DOWN,Elevated
2026-02-02,24796.5,25108.1,24679.4,25079.9,15.1,15.55,13.58,13.77,428.6999999999971,1.14290323231101,1.9700000000000006,-8.807947019867546,UP,Normal
2026-02-03,26308.05,26341.2,25641.3,25714.8,13.87,15.47,11.85,13.04,699.9000000000015,-2.255013199381939,3.620000000000001,-5.984138428262442,DOWN,Normal
2026-02-04,25675.05,25818.55,25563.95,25737.5,12.9,13.15,12.06,12.43,254.59999999999854,0.24323224297517765,1.0899999999999999,-3.6434108527131803,UP,Normal
2026-02-05,25755.9,25757.65,25579.5,25641.6,12.25,12.55,10.94,12.14,178.15000000000146,-0.4437818130991422,1.6100000000000012,-0.897959183673469,DOWN,Normal
2026-02-06,25605.8,25703.95,25491.9,25673.6,12.17,12.35,11.16,12.01,212.04999999999927,0.26478375992939895,1.1899999999999995,-1.3147082990961345,UP,Normal
2026-02-09,25888.7,25922.25,25780.9,25863.3,11.94,12.28,10.67,12.26,141.34999999999854,-0.09811230382368308,1.6099999999999994,2.680067001675046,FLAT,Normal
2026-02-10,25922.65,25989.45,25870.45,25916.8,12.19,12.19,10.36,11.78,119.0,-0.022567137233275858,1.83,-3.3634126333059844,FLAT,Low
2026-02-11,25997.45,26009.4,25899.8,25945.35,11.67,11.71,10.56,11.54,109.60000000000218,-0.20040427041884135,1.1500000000000004,-1.1139674378748965,DOWN,Low
2026-02-12,25906.7,25906.7,25752.4,25796.15,11.55,12.11,10.85,11.74,154.29999999999927,-0.42672358887855255,1.2599999999999998,1.6450216450216493,DOWN,Low
2026-02-13,25571.15,25630.35,25444.3,25460.55,11.73,13.58,10.96,13.53,186.04999999999927,-0.432518678276117,2.619999999999999,15.345268542199486,DOWN,Normal
2026-02-16,25423.6,25697.0,25372.7,25682.45,13.29,13.83,13.24,13.28,324.2999999999993,1.0181484919523642,0.5899999999999999,-0.07524454477050302,UP,Normal
2026-02-17,25637.95,25764.4,25570.3,25716.0,13.33,13.48,11.63,12.67,194.10000000000218,0.30443151656041056,1.8499999999999996,-4.951237809452369,UP,Normal
2026-02-18,25752.65,25828.05,25645.15,25805.7,12.67,12.77,11.35,12.27,182.89999999999782,0.2059982176591424,1.42,-3.1570639305446013,UP,Normal
2026-02-19,25873.35,25885.3,25388.75,25416.45,12.22,13.68,9.73,13.66,496.5499999999993,-1.7659097101844101,3.9499999999999993,11.783960720130926,DOWN,Normal
2026-02-20,25406.55,25663.55,25379.75,25565.9,13.46,14.78,13.1,14.35,283.7999999999993,0.6272004660215602,1.6799999999999997,6.612184249628528,UP,Normal
2026-02-23,25678.4,25771.45,25609.35,25704.0,14.36,14.48,12.77,14.14,162.10000000000218,0.09969468502710743,1.7100000000000009,-1.532033426183832,FLAT,Normal
2026-02-24,25641.8,25641.8,25327.6,25460.25,14.17,14.95,12.35,13.99,314.2000000000007,-0.7080236176867483,2.5999999999999996,-1.2702893436838392,DOWN,Normal
2026-02-25,25512.6,25652.6,25428.2,25478.65,14.15,14.15,12.84,13.46,224.39999999999782,-0.133071501924531,1.3100000000000005,-4.876325088339217,DOWN,Normal
2026-02-26,25556.3,25572.95,25400.95,25493.3,13.49,13.61,11.81,13.03,172.0,-0.24651455805417832,1.799999999999999,-3.409933283914013,DOWN,Normal
2026-02-27,25459.85,25476.4,25141.3,25181.8,13.06,14.04,11.2,13.68,335.1000000000022,-1.0921116974373368,2.84,4.747320061255733,DOWN,Normal
2026-03-02,24659.25,24989.35,24603.5,24849.75,13.7,17.81,12.83,16.93,385.84999999999854,0.772529578150194,4.979999999999999,23.57664233576642,UP,Elevated
2026-03-04,24388.8,24602.45,24305.4,24473.95,17.13,21.37,16.97,20.95,297.0499999999993,0.34913566883159053,4.400000000000002,22.300058377116173,UP,High
2026-03-05,24615.95,24854.2,24529.4,24737.45,21.14,21.14,17.3,17.81,324.7999999999993,0.4935824130289479,3.84,-15.752128666035958,UP,Elevated
2026-03-06,24656.4,24700.9,24415.75,24469.4,17.86,20.14,17.2,19.9,285.15000000000146,-0.7584237763825996,2.9400000000000013,11.422172452407619,DOWN,High
2026-03-09,23868.05,24078.15,23697.8,24005.8,19.88,24.49,19.22,23.4,380.3500000000022,0.5771313534201683,5.27,17.70623742454729,UP,High
2026-03-10,24280.8,24303.8,24079.95,24286.15,23.36,23.36,18.78,18.84,223.84999999999854,0.02203387038319793,4.579999999999998,-19.349315068493144,FLAT,High
2026-03-11,24231.85,24299.0,23834.3,23848.2,18.91,21.39,17.24,21.21,464.7000000000007,-1.5832468424821,4.150000000000002,12.16287678476997,DOWN,High
2026-03-12,23674.85,23833.15,23556.3,23639.35,21.06,22.36,20.82,21.43,276.8500000000022,-0.1499481517306389,1.5399999999999991,1.7568850902184296,DOWN,High
2026-03-13,23462.5,23492.4,23112.0,23170.9,21.52,22.88,21.25,22.75,380.40000000000146,-1.2428343100692518,1.629999999999999,5.715613382899631,DOWN,High
2026-03-16,23116.1,23502.0,22955.25,23355.6,22.65,22.88,19.82,21.65,546.75,1.036074424318989,3.0599999999999987,-4.415011037527594,UP,High
2026-03-17,23493.2,23656.8,23346.6,23558.8,21.6,21.6,19.63,19.8,310.2000000000007,0.27922973456149247,1.9700000000000024,-8.333333333333337,UP,High
2026-03-18,23632.9,23862.25,23618.45,23764.1,19.79,19.79,18.59,18.67,243.79999999999927,0.5551582751164519,1.1999999999999993,-5.659423951490639,UP,High
2026-03-19,23197.75,23378.7,22930.35,23087.85,18.72,23.2,18.72,22.74,448.3500000000022,-0.47375284240929183,4.48,21.474358974358964,DOWN,High
2026-03-20,23110.15,23345.15,23067.6,23134.65,22.8,23.14,21.69,22.81,277.5500000000029,0.10601402414089911,1.4499999999999993,0.0438596491227905,UP,High
2026-03-23,22824.35,22851.7,22471.25,22492.65,22.81,27.17,22.81,26.87,380.4500000000007,-1.453272491878177,4.360000000000003,17.799210872424375,DOWN,High
2026-03-24,22878.45,23057.3,22624.2,22958.4,26.73,26.73,24.63,24.91,433.09999999999854,0.3494554919585946,2.1000000000000014,-6.808829031051255,UP,High
2026-03-25,23064.4,23465.35,23063.2,23309.0,24.74,25.23,24.14,24.44,402.1499999999978,1.0605088361284043,1.0899999999999999,-1.212611156022625,UP,High
2026-03-27,23173.55,23186.1,22804.55,22839.5,24.64,27.09,23.39,26.78,381.5499999999993,-1.4415141400432763,3.6999999999999993,8.685064935064934,DOWN,High
2026-03-30,22549.65,22714.1,22283.85,22379.2,26.8,28.91,26.8,27.76,430.25,-0.7558875636650697,2.1099999999999994,3.5820895522387985,DOWN,High
2026-04-01,22899.0,22941.3,22618.6,22703.15,27.89,27.89,23.65,24.87,322.7000000000007,-0.8552775230359355,4.240000000000002,-10.828253854428105,DOWN,High
2026-04-02,22383.4,22782.3,22182.55,22700.7,25.01,26.6,25.01,25.38,599.75,1.4175683765647706,1.5899999999999999,1.4794082367053152,UP,High
2026-04-06,22780.3,22998.35,22542.95,22959.45,25.52,26.56,25.08,25.56,455.3999999999978,0.7864251129265254,1.4800000000000004,0.15673981191222097,UP,High
2026-04-07,22838.7,23153.85,22719.3,23129.95,25.47,26.26,24.55,24.77,434.5499999999993,1.2752477155004494,1.7100000000000009,-2.7483313702394985,UP,High
2026-04-08,23855.15,24025.15,23828.5,24012.35,24.7,24.7,19.31,19.54,196.65000000000146,0.6589772019878204,5.390000000000001,-20.890688259109314,UP,High
2026-04-09,23909.05,23990.75,23682.8,23766.05,19.7,20.94,19.17,20.38,307.9500000000007,-0.5980998826804029,1.7699999999999996,3.4517766497461855,DOWN,High
2026-04-10,23880.55,24074.05,23856.35,24050.5,20.43,20.43,18.37,18.98,217.70000000000073,0.7116670260944646,2.0599999999999987,-7.097405775819865,UP,High
2026-04-13,23589.6,23907.4,23555.6,23818.9,18.85,21.51,18.18,20.42,351.8000000000029,0.9720385254519126,3.330000000000002,8.328912466843509,UP,High
2026-04-15,24163.8,24280.9,24145.8,24211.9,20.5,20.5,17.34,18.76,135.10000000000218,0.19905809516715944,3.16,-8.487804878048777,UP,High
2026-04-16,24385.2,24400.95,24102.8,24188.4,18.67,18.67,16.83,18.17,298.15000000000146,-0.807046897298358,1.8400000000000034,-2.678093197643283,DOWN,High
2026-04-17,24165.9,24371.9,24096.05,24366.9,18.09,18.47,16.59,17.17,275.8500000000022,0.8317505244993972,1.879999999999999,-5.085682697622984,UP,Elevated
2026-04-20,24391.5,24480.65,24241.25,24330.9,17.21,19.01,16.48,19.01,239.40000000000146,-0.2484472049689379,2.530000000000001,10.459035444509013,DOWN,High
2026-04-21,24374.55,24601.7,24354.9,24580.6,18.79,18.79,17.45,17.57,246.79999999999927,0.8453489397753033,1.3399999999999999,-6.492815327301749,UP,Elevated
2026-04-22,24470.85,24515.95,24352.9,24367.65,17.53,18.73,17.25,18.2,163.04999999999927,-0.42172625797631813,1.4800000000000004,3.822019395322296,DOWN,High
2026-04-23,24202.35,24310.2,24134.8,24156.05,18.3,19.12,17.49,18.55,175.40000000000146,-0.19130373703379888,1.6300000000000026,1.3661202185792254,DOWN,High
2026-04-24,24100.55,24206.0,23813.65,23903.95,18.59,19.9,18.06,19.72,392.34999999999854,-0.8157490181759264,1.8399999999999999,6.078536847767602,DOWN,High
2026-04-27,23945.45,24130.7,23936.2,24110.2,19.71,19.71,18.27,18.36,194.5,0.6880221503458905,1.4400000000000013,-6.849315068493156,UP,High
2026-04-28,24049.9,24181.8,23957.05,24016.5,18.38,18.41,17.27,18.09,224.75,-0.13887791633230284,1.1400000000000006,-1.5778019586507042,DOWN,High
2026-04-29,24096.9,24334.7,24059.95,24163.6,18.05,18.05,16.75,17.35,274.75,0.2767990903394191,1.3000000000000007,-3.878116343490301,UP,Elevated
2026-04-30,23996.95,24087.45,23796.85,24043.7,17.44,19.48,17.19,18.18,290.6000000000022,0.1948164245872963,2.289999999999999,4.243119266055029,UP,High
2026-05-04,24063.55,24290.2,24004.75,24123.8,18.46,18.88,16.75,18.27,285.4500000000007,0.25037868477426617,2.129999999999999,-1.0292524377031542,UP,High
2026-05-05,24052.6,24081.7,23882.05,24052.15,18.3,18.84,17.71,17.8,199.65000000000146,-0.0018708996116667542,1.129999999999999,-2.732240437158473,FLAT,Elevated
2026-05-06,24171.0,24356.5,23997.9,24339.3,17.91,18.08,16.58,16.62,358.59999999999854,0.6962889412932771,1.5,-7.2026800670016655,UP,Elevated
2026-05-07,24398.5,24482.1,24284.0,24336.4,16.68,17.2,15.17,16.45,198.09999999999854,-0.254523843678911,2.0299999999999994,-1.3788968824940073,DOWN,Elevated
2026-05-08,24233.65,24253.8,24126.65,24179.8,16.62,17.43,16.16,16.92,127.14999999999782,-0.2222116767387594,1.2699999999999996,1.8050541516245522,DOWN,Elevated
2026-05-11,23970.1,23997.45,23799.1,23820.35,16.84,18.97,16.84,18.51,198.35000000000218,-0.6247366510778063,2.129999999999999,9.916864608076015,DOWN,High
2026-05-12,23722.6,23757.55,23348.4,23430.55,18.55,19.46,17.63,19.26,409.1499999999978,-1.2311045163683532,1.8300000000000018,3.827493261455528,DOWN,High
2026-05-13,23362.45,23582.95,23262.55,23428.7,19.28,20.13,18.36,19.35,320.40000000000146,0.28357471070028506,1.7699999999999996,0.36307053941908585,UP,High
2026-05-14,23530.25,23777.2,23426.55,23713.75,19.43,19.43,18.39,18.6,350.65000000000146,0.7798472179428639,1.0399999999999991,-4.271744724652593,UP,High
2026-05-15,23731.4,23839.3,23610.3,23659.35,18.61,19.01,17.42,18.8,229.0,-0.3036061926393052,1.5899999999999999,1.0209564750134348,DOWN,High
2026-05-18,23482.2,23695.65,23317.1,23644.45,18.79,20.06,17.72,19.46,378.5500000000029,0.690948888945675,2.34,3.5657264502394925,UP,High
2026-05-19,23675.3,23782.3,23587.2,23606.2,19.63,19.63,18.27,18.57,195.09999999999854,-0.29186536179055533,1.3599999999999994,-5.399898115129897,DOWN,High
2026-05-20,23457.25,23690.9,23397.3,23664.15,18.68,19.46,18.06,18.31,293.6000000000022,0.882030075989304,1.4000000000000021,-1.9807280513918668,UP,High
2026-05-21,23830.05,23859.9,23596.6,23648.6,18.44,18.44,17.43,17.82,263.3000000000029,-0.7614335681209283,1.0100000000000016,-3.3622559652928485,DOWN,Elevated
