sl_pct,tp_pct,time_stop_min,trades,win_rate,winners,losers,net_pnl,avg_win,avg_loss,profit_factor,max_dd,return_over_dd
0.25,0.3,45,98,35.714285714285715,35,63,-28901.224687499915,1348.5040714285724,-1207.9185267857135,0.6202147843240529,30785.02781249993,-0.9388078147444415
0.25,0.3,60,98,37.755102040816325,37,61,-32787.234374999905,1374.1176182432444,-1370.9768237704914,0.6079469498152642,35184.899999999914,-0.9318552667479512
0.25,0.3,90,98,40.816326530612244,40,58,-26248.74281249991,1502.451515625001,-1488.7379903017234,0.6960079381340454,39029.58749999993,-0.6725344666402113
0.25,0.3,120,98,40.816326530612244,40,58,-27246.239999999925,1768.4215312500012,-1689.363814655172,0.7219291933771086,42575.77218749994,-0.6399470543953939
0.25,0.35,30,98,36.734693877551024,36,62,-28292.864062499917,1270.146640625001,-1193.8410181451604,0.6177577163112612,29312.35312499994,-0.9652198150673028
0.25,0.35,45,98,35.714285714285715,35,63,-24297.888749999907,1480.0279553571438,-1207.9185267857135,0.6807063015782827,26672.037187499925,-0.9109873602526063
0.25,0.35,60,98,37.755102040816325,37,61,-28109.099999999904,1500.553682432434,-1370.9768237704914,0.6638856981072303,31036.63687499991,-0.9056748034011977
0.25,0.35,90,98,40.816326530612244,40,58,-20077.409999999905,1656.7348359375014,-1488.7379903017234,0.7674794062928751,34425.14343749993,-0.5832193564117214
0.25,0.35,120,98,39.795918367346935,39,59,-22786.22156249991,1964.4256009615394,-1684.7257627118636,0.7707596371616895,38098.48218749993,-0.5980873844359093
0.25,0.4,30,98,36.734693877551024,36,62,-27797.716874999933,1283.9007291666671,-1193.8410181451604,0.6244472543974002,29282.731874999954,-0.9492870062008166
0.25,0.4,45,98,34.69387755102041,34,64,-25729.03218749993,1485.7506617647064,-1191.3211669921866,0.6625459707522152,26916.563437499935,-0.9558810227480398
0.25,0.4,60,98,36.734693877551024,36,62,-32446.301249999924,1440.5469791666676,-1359.7740725806448,0.615136477398093,34941.85124999993,-0.9285799146088458
