trade_date,expiry,dte,entry_ts,sr_kind,side,strike,spot_at_entry,entry_premium,lots,qty,candle_pattern,vix_pct_change,exit_ts,exit_premium,exit_reason,minutes_held,net_pnl,return_pct
2024-11-11,14_NOV_24,3,2024-11-11T09:46:00+05:30,resistance,PE,24250,24132.25,200.9,1,65,,0.0,2024-11-11T10:29:00+05:30,137.05,SL,43,-4216.75,-31.82
2024-11-11,14_NOV_24,3,2024-11-11T12:22:00+05:30,resistance,PE,24300,24210.4,174.45,1,65,,0.0,2024-11-11T12:28:00+05:30,158.65,BREAK_SR,6,-1093.5,-9.11
2024-11-11,14_NOV_24,3,2024-11-11T13:12:00+05:30,resistance,PE,24300,24214.05,168.45,1,65,,0.0,2024-11-11T14:17:00+05:30,254.6,TP,65,5533.25,51.07
2024-11-12,14_NOV_24,2,2024-11-12T09:45:00+05:30,resistance,PE,24250,24149.9,177.35,1,65,,0.0,2024-11-12T09:59:00+05:30,117.8,SL,14,-3937.25,-33.62
2024-11-12,14_NOV_24,2,2024-11-12T10:31:00+05:30,resistance,PE,24300,24185.35,176.0,1,65,,0.0,2024-11-12T12:41:00+05:30,273.39,TP,130,6263.85,55.26
2024-11-12,14_NOV_24,2,2024-11-12T13:11:00+05:30,support,CE,23900,24011.3,181.6,1,65,,0.0,2024-11-12T13:16:00+05:30,158.9,BREAK_SR,5,-1542.0,-12.55
2024-11-13,14_NOV_24,1,2024-11-13T09:46:00+05:30,support,CE,23650,23753.1,184.7,1,65,,0.0,2024-11-13T11:43:00+05:30,125.45,SL,117,-3917.75,-32.12
2024-11-13,14_NOV_24,1,2024-11-13T12:14:00+05:30,support,CE,23600,23684.2,145.8,2,130,,0.0,2024-11-13T12:47:00+05:30,132.19,BREAK_SR,33,-1842.3,-9.4
2024-11-13,14_NOV_24,1,2024-11-13T13:45:00+05:30,support,CE,23600,23701.95,156.5,1,65,,0.0,2024-11-13T14:09:00+05:30,136.05,BREAK_SR,24,-1395.75,-13.13
2024-11-14,14_NOV_24,0,2024-11-14T10:04:00+05:30,resistance,PE,23750,23653.6,139.75,2,130,,0.0,2024-11-14T10:53:00+05:30,215.0,TP,49,9709.5,53.76
2024-11-18,21_NOV_24,3,2024-11-18T10:04:00+05:30,support,CE,23350,23471.35,208.45,1,65,,0.0,2024-11-18T10:15:00+05:30,186.35,BREAK_SR,11,-1503.0,-10.65
2024-11-18,21_NOV_24,3,2024-11-18T12:00:00+05:30,support,CE,23350,23457.7,196.15,1,65,,0.0,2024-11-18T13:18:00+05:30,195.0,BE_STOP,78,-141.25,-0.64
2024-11-18,21_NOV_24,3,2024-11-18T13:49:00+05:30,support,CE,23350,23473.9,200.85,1,65,,0.0,2024-11-18T14:28:00+05:30,176.85,BREAK_SR,39,-1626.5,-12.0
2024-11-21,21_NOV_24,0,2024-11-21T10:04:00+05:30,support,CE,23250,23345.8,73.65,4,260,,0.0,2024-11-21T10:08:00+05:30,72.84,BE_STOP,4,-296.6,-1.23
2024-11-21,21_NOV_24,0,2024-11-21T10:54:00+05:30,support,CE,23250,23333.8,79.9,3,195,,0.0,2024-11-21T10:58:00+05:30,71.65,BREAK_SR,4,-1688.25,-10.44
2024-11-21,21_NOV_24,0,2024-11-21T11:28:00+05:30,support,CE,23250,23339.6,80.9,3,195,,0.0,2024-11-21T12:48:00+05:30,74.4,BE_STOP,80,-1347.0,-8.15
2024-11-21,21_NOV_24,0,2024-11-21T13:19:00+05:30,support,CE,23250,23343.25,83.2,3,195,,0.0,2024-11-21T14:47:00+05:30,82.2,BREAK_SR,88,-274.5,-1.32
2024-11-22,28_NOV_24,6,2024-11-22T09:47:00+05:30,resistance,PE,23550,23438.35,225.45,1,65,,0.0,2024-11-22T09:55:00+05:30,214.1,BREAK_SR,8,-804.25,-5.08
2024-11-26,28_NOV_24,2,2024-11-26T09:45:00+05:30,resistance,PE,24350,24255.3,181.8,1,65,,0.0,2024-11-26T14:36:00+05:30,179.95,BE_STOP,291,-186.75,-1.07
2024-11-27,28_NOV_24,1,2024-11-27T09:45:00+05:30,support,CE,24100,24181.75,148.0,2,130,,0.0,2024-11-27T10:03:00+05:30,144.25,BE_STOP,18,-560.5,-2.6
2024-11-27,28_NOV_24,1,2024-11-27T10:33:00+05:30,support,CE,24100,24190.9,144.85,2,130,,0.0,2024-11-27T12:33:00+05:30,243.4,TP,120,12738.5,67.94
2024-11-28,28_NOV_24,0,2024-11-28T09:45:00+05:30,resistance,PE,24350,24268.9,120.8,2,130,,0.0,2024-11-28T10:01:00+05:30,82.0,SL,16,-5117.0,-32.19
2024-11-28,28_NOV_24,0,2024-11-28T10:33:00+05:30,resistance,PE,24300,24215.55,133.15,2,130,,0.0,2024-11-28T10:38:00+05:30,227.5,TP,5,12192.5,70.76
2024-11-29,05_DEC_24,6,2024-11-29T09:48:00+05:30,resistance,PE,24100,24015.55,211.7,1,65,,0.0,2024-11-29T11:23:00+05:30,146.65,SL,95,-4294.75,-30.77
2024-11-29,05_DEC_24,6,2024-11-29T11:53:00+05:30,resistance,PE,24200,24078.95,215.45,1,65,,0.0,2024-11-29T13:24:00+05:30,165.5,BREAK_SR,91,-3313.25,-23.23
2024-11-29,05_DEC_24,6,2024-11-29T13:54:00+05:30,resistance,PE,24250,24136.0,190.05,1,65,,0.0,2024-11-29T14:00:00+05:30,176.0,BREAK_SR,6,-979.75,-7.44
2024-12-02,05_DEC_24,3,2024-12-02T09:46:00+05:30,resistance,PE,24250,24134.75,197.75,1,65,,0.0,2024-12-02T14:05:00+05:30,135.5,BREAK_SR,259,-4112.75,-31.52
2024-12-03,05_DEC_24,2,2024-12-03T09:45:00+05:30,resistance,PE,24400,24308.45,197.55,1,65,,0.0,2024-12-03T10:29:00+05:30,136.0,SL,44,-4067.25,-31.2
2024-12-03,05_DEC_24,2,2024-12-03T11:10:00+05:30,resistance,PE,24500,24412.55,169.45,1,65,,0.0,2024-12-03T11:15:00+05:30,163.55,BREAK_SR,5,-450.0,-3.54
2024-12-03,05_DEC_24,2,2024-12-03T11:54:00+05:30,resistance,PE,24500,24403.35,176.65,1,65,,0.0,2024-12-03T11:56:00+05:30,170.2,BREAK_SR,2,-485.75,-3.71
2024-12-03,05_DEC_24,2,2024-12-03T12:27:00+05:30,resistance,PE,24500,24394.25,184.2,1,65,,0.0,2024-12-03T12:35:00+05:30,175.85,BREAK_SR,8,-609.25,-4.59
2024-12-03,05_DEC_24,2,2024-12-03T13:11:00+05:30,resistance,PE,24500,24414.15,176.0,1,65,,0.0,2024-12-03T13:19:00+05:30,173.8,BREAK_SR,8,-209.5,-1.31
2024-12-04,05_DEC_24,1,2024-12-04T10:21:00+05:30,resistance,PE,24600,24514.35,169.3,1,65,,0.0,2024-12-04T11:57:00+05:30,295.05,TP,96,8107.25,74.2
2024-12-04,05_DEC_24,1,2024-12-04T12:30:00+05:30,resistance,PE,24600,24479.75,196.1,1,65,,0.0,2024-12-04T15:25:00+05:30,200.0,EOD,175,187.0,1.94
2024-12-05,05_DEC_24,0,2024-12-05T09:46:00+05:30,resistance,PE,24550,24454.85,195.3,1,65,,0.0,2024-12-05T10:58:00+05:30,294.8,TP,72,6401.0,50.88
2024-12-05,05_DEC_24,0,2024-12-05T11:28:00+05:30,support,CE,24250,24353.75,192.1,1,65,,0.0,2024-12-05T11:31:00+05:30,182.5,BREAK_SR,3,-690.5,-5.05
2024-12-05,05_DEC_24,0,2024-12-05T12:01:00+05:30,support,CE,24250,24374.75,207.45,1,65,,0.0,2024-12-05T12:08:00+05:30,339.15,TP,7,8494.0,63.42
2024-12-09,12_DEC_24,3,2024-12-09T09:45:00+05:30,support,CE,24550,24658.25,221.3,1,65,,0.0,2024-12-09T15:25:00+05:30,181.55,EOD,340,-2650.25,-18.0
2024-12-10,12_DEC_24,2,2024-12-10T09:45:00+05:30,support,CE,24550,24652.3,185.75,1,65,,0.0,2024-12-10T12:35:00+05:30,125.15,SL,170,-4005.5,-32.67
2024-12-10,12_DEC_24,2,2024-12-10T13:05:00+05:30,support,CE,24450,24574.15,187.1,1,65,,0.0,2024-12-10T13:48:00+05:30,162.19,BREAK_SR,43,-1685.65,-13.36
2024-12-10,12_DEC_24,2,2024-12-10T14:18:00+05:30,support,CE,24450,24539.75,173.15,1,65,,0.0,2024-12-10T14:25:00+05:30,168.6,BREAK_SR,7,-362.25,-2.68
2024-12-11,12_DEC_24,1,2024-12-11T09:45:00+05:30,resistance,PE,24700,24606.05,153.69,2,130,,0.0,2024-12-11T10:35:00+05:30,107.15,SL,50,-6123.2,-30.34
2024-12-11,12_DEC_24,1,2024-12-11T11:06:00+05:30,resistance,PE,24750,24649.45,140.6,2,130,,0.0,2024-12-11T15:25:00+05:30,139.35,EOD,259,-235.5,-0.96
2024-12-12,12_DEC_24,0,2024-12-12T09:45:00+05:30,resistance,PE,24750,24646.65,128.6,2,130,,0.0,2024-12-12T12:06:00+05:30,203.15,TP,141,9618.5,57.87
2024-12-12,12_DEC_24,0,2024-12-12T12:37:00+05:30,support,CE,24500,24580.0,82.85,3,195,,0.0,2024-12-12T13:25:00+05:30,56.2,SL,48,-5276.25,-32.27
2024-12-12,12_DEC_24,0,2024-12-12T13:58:00+05:30,support,CE,24450,24549.15,101.55,3,195,,0.0,2024-12-12T14:51:00+05:30,100.35,BE_STOP,53,-313.5,-1.28
2024-12-13,19_DEC_24,6,2024-12-13T11:56:00+05:30,support,CE,24350,24464.1,260.14,1,65,,0.0,2024-12-13T13:00:00+05:30,403.45,TP,64,9248.65,55.04
